canonical_composer,canonical_title,split,year,midi_filename,audio_filename,duration,prompt,caption
Ludwig van Beethoven,"Sonata No. 8 in C Minor, Op.13",test,2009,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_03_WAV.midi,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_03_WAV.wav,921.4988114,"Composer:Ludwig van Beethoven;Title:Sonata No. 8 in C Minor, Op.13","Sonata No. 8 in C Minor, Op.13 by Ludwig van Beethoven, also known as the ""Pathétique Sonata,"" is a highly expressive and dramatic piano composition. The key of C minor adds a sense of darkness and intensity to the piece. The melody is filled with emotional contrasts, alternating between passionate and tender passages. The style of the sonata showcases Beethoven's mastery of both classical and romantic elements, with powerful dynamics and dynamic contrasts. The chord progressions are often characterized by suspenseful and powerful harmonic sequences, creating a sense of tension and release throughout the piece."
Ludwig van Beethoven,Sonata Op. 10/3,train,2006,2006/MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_02_Track02_wav.wav,1405.964139,Composer:Ludwig van Beethoven;Title:Sonata Op. 10/3,"Sonata Op. 10/3 by Ludwig van Beethoven is a captivating piano composition known for its expressive key of D major. It embodies a beautiful and memorable melody with a perfect balance of dramatic and introspective elements. The style of this piece is characterized by Beethoven's distinct classical approach, blending lyrical passages with virtuosic flourishes. It features typical chord progressions found in classical sonatas, such as the use of dominant and tonic chords to create tension and resolution throughout the composition."
Ludwig van Beethoven,Sonata Op. 101,train,2006,2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_21_R1_2006_01-04_ORIG_MID--AUDIO_21_R1_2006_02_Track02_wav.wav,1256.107184,Composer:Ludwig van Beethoven;Title:Sonata Op. 101,"Sonata Op. 101 by Ludwig van Beethoven is written in the key of A major and is known for its beautiful and lyrical melodies. The piece is composed in a classic sonata style, showcasing Beethoven's mastery of the form. Typical chord progressions found in this sonata include progressions that emphasize the key of A major, such as tonic and dominant chords, as well as unexpected harmonic shifts that add intensity and drama to the composition."
Ludwig van Beethoven,Sonata Op. 110,train,2006,2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_02_Track02_wav.midi,2006/MIDI-Unprocessed_13_R1_2006_01-06_ORIG_MID--AUDIO_13_R1_2006_02_Track02_wav.wav,1075.708059,Composer:Ludwig van Beethoven;Title:Sonata Op. 110,"Sonata Op. 110 by Ludwig van Beethoven is a profound and emotional piano composition. The key of this sonata is A flat major, which gives it a rich and expressive tonality. The melody is characterized by its contrasting sections, alternating between lyrical and intense passages, showcasing Beethoven's mastery of dramatic shifts in mood. The style of Sonata Op. 110 is often described as Romantic, with Beethoven's characteristic blend of passion and introspection. Typical chord progressions in this piece include lush harmonies and unexpected modulations, adding depth and complexity to the overall composition."
Ludwig van Beethoven,"Sonata Op. 31, No. 3 in E-flat Major",test,2004,2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.midi,2004/MIDI-Unprocessed_XP_15_R1_2004_03_ORIG_MID--AUDIO_15_R1_2004_03_Track03_wav.wav,1118.901614,"Composer:Ludwig van Beethoven;Title:Sonata Op. 31, No. 3 in E-flat Major","Sonata Op. 31, No. 3 in E-flat Major by Ludwig van Beethoven is a remarkable composition. This piano sonata is characterized by a joyful and majestic ambiance in the key of E-flat Major. The melody is uplifting, with a sense of grandeur and passion. Beethoven's style shines through in the expressive and virtuosic passages, showcasing his innovative approach to harmonies and dynamic contrasts. The typical chord progressions in this piece include traditional tonic-dominant relationships, occasional chromaticism, and rich harmonic textures, creating a captivating and fulfilling musical experience."
Ludwig van Beethoven,Sonata Op. 54 in F Major,train,2004,2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_01_Track01_wav.midi,2004/MIDI-Unprocessed_XP_15_R1_2004_01-02_ORIG_MID--AUDIO_15_R1_2004_01_Track01_wav.wav,534.5165856,Composer:Ludwig van Beethoven;Title:Sonata Op. 54 in F Major,"Sonata Op. 54 in F Major by Ludwig van Beethoven is a delightful and evocative piano composition. In this sonata, Beethoven showcases his masterful handling of key changes throughout the piece, bringing out the bright and optimistic tonality of the F Major key. The melody is characterized by its spirited and playful nature, with lively flourishes and graceful passages that showcase Beethoven's technical prowess. The style of this sonata is firmly rooted in the classical tradition, with a balance of elegance and emotional depth. Typical chord progressions include the classical cadential patterns, enriched with unexpected harmonic nuances that add layers of intrigue and complexity to the composition."
Ludwig van Beethoven,Sonata Op. 78,train,2006,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_01_Track01_wav.midi,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_01_Track01_wav.wav,470.6098392,Composer:Ludwig van Beethoven;Title:Sonata Op. 78,"Sonata Op. 78, composed by Ludwig van Beethoven, is a two-movement piano sonata in F-sharp major. The melody in this sonata is characterized by its lyrical and expressive nature, showcasing Beethoven's mastery of emotional depth. The style of Sonata Op. 78 embodies the Classical tradition, while also featuring nuanced romantic elements. Typical chord progressions in this piece include traditional harmonic structures, with Beethoven often employing exciting modulations to create tension and release throughout the composition."
Ludwig van Beethoven,"Sonata Op. 81 No. 26, 'Les Adieux'",train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.midi,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--2.wav,370.4928427,"Composer:Ludwig van Beethoven;Title:Sonata Op. 81 No. 26, 'Les Adieux'","Sonata Op. 81 No. 26, 'Les Adieux' by Ludwig van Beethoven is a profoundly emotional and expressive piece. The key of this sonata is E-flat Major, which lends it a warm and majestic quality. The melody ranges from melancholic and introspective to passionate and triumphant, reflecting the theme of bidding farewell and eventual reunion. The style of this sonata is characterized by Beethoven's virtuosic piano writing, powerful dynamics, and use of intense emotional contrasts. The typical chord progressions in 'Les Adieux' contain rich harmonies that convey a sense of tension and resolution, adding depth to the overall emotional landscape of the composition."
Ludwig van Beethoven,"Sonata in A-flat, Op. 110",train,2004,2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_01_R1_2004_01-02_ORIG_MID--AUDIO_01_R1_2004_02_Track02_wav.wav,362.7628187,"Composer:Ludwig van Beethoven;Title:Sonata in A-flat, Op. 110","Beethoven's Sonata in A-flat, Op. 110 is a profound and emotionally charged piano composition. The key of A-flat major enhances its introspective and lyrical character. The melody is marked by delicate and expressive phrasing, transitioning from tranquil to tumultuous moments, showcasing Beethoven's mastery of creating dramatic contrasts. This sonata exhibits Beethoven's unique style with its rich harmonies, intricate contrapuntal elements, and a range of dynamic variations. The chord progressions are often complex, with unexpected harmonic shifts that add to the overall depth and complexity of the piece."
Ludwig van Beethoven,"Sonata in C Major, Op. 2 No. 3, 1st mov.",test,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--2.midi,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--2.wav,422.9696625,"Composer:Ludwig van Beethoven;Title:Sonata in C Major, Op. 2 No. 3, 1st mov.","The Sonata in C Major, Op. 2 No. 3, 1st movement by Ludwig van Beethoven is characterized by its joyful and lively atmosphere. The melody exhibits a delightful and playful quality, often utilizing rapid scalar passages and leaps in the upper registers of the piano. Written in the classical style, this piece features a clear and concise harmonic structure, with typical chord progressions found in the Classical period such as tonic-dominant relationships and frequent use of I-IV-V progressions."
Ludwig van Beethoven,"Sonata in C Major, Op. 53 'Waldstein'",train,2004,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.midi,2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_10_Track10_wav.wav,804.7454892,"Composer:Ludwig van Beethoven;Title:Sonata in C Major, Op. 53 'Waldstein'","The Sonata in C Major, Op. 53 'Waldstein' by Ludwig van Beethoven is a majestic and virtuosic piano work. The key of C Major lends an uplifting and brilliant character to the composition. The melody is characterized by its sweeping arpeggios and rapid passages, showcasing Beethoven's mastery of the piano. The style of this sonata blends elements of Classical form with a sense of power and drama. Typical chord progressions in this piece include sequences of dominant chords leading to a triumphant resolution in C Major."
Ludwig van Beethoven,"Sonata in D Minor, Op. 31 No. 2 ""Tempest""",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--2.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_06_R1_2018_wav--2.wav,1451.399457,"Composer:Ludwig van Beethoven;Title:Sonata in D Minor, Op. 31 No. 2 ""Tempest""","Beethoven's ""Sonata in D Minor, Op. 31 No. 2,"" also known as the ""Tempest,"" is a remarkable piano composition. The key of D minor adds a somber and intense atmosphere to the piece. The melody oscillates between dark and thunderous passages filled with virtuosic runs and reflective, lyrical sections, showcasing Beethoven's mastery of dynamic contrasts and emotional depth. With its dramatic and stormy character, the ""Tempest"" Sonata combines classical and romantic elements, featuring robust chord progressions and bold harmonic choices that heighten the sense of turmoil and tension throughout the composition."
Ludwig van Beethoven,"Sonata in D minor, Op. 31, No. 2",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.midi,2004/MIDI-Unprocessed_XP_21_R1_2004_02_ORIG_MID--AUDIO_21_R1_2004_02_Track02_wav.wav,497.0669097,"Composer:Ludwig van Beethoven;Title:Sonata in D minor, Op. 31, No. 2","The Sonata in D minor, Op. 31, No. 2 by Ludwig van Beethoven is a passionate and dramatic piece. The melody features intense and expressive themes, with contrasting sections showcasing Beethoven's mastery of dynamics and emotion. The style of this sonata reflects Beethoven's transition from the classical to the romantic period, with a rich harmonic language and virtuosic passages. The typical chord progressions include bold modulations and dramatic juxtapositions, highlighting the powerful and evocative nature of this iconic Beethoven sonata."
Ludwig van Beethoven,"Sonata in E Major, Op. 109",train,2018,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--1.midi,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_05_R1_2018_wav--1.wav,1114.773191,"Composer:Ludwig van Beethoven;Title:Sonata in E Major, Op. 109","Sonata in E Major, Op. 109 by Ludwig van Beethoven is a captivating piano piece renowned for its expressive and emotive qualities. The key of E Major provides a bright and uplifting atmosphere to the composition. The melody is characterized by its lyrical and flowing nature, effortlessly transitioning between delicate and powerful passages. Beethoven's signature style is evident in this piece, with its dynamic contrasts, dramatic moments, and the juxtaposition of tender melodies with powerful chords. The typical chord progressions in this sonata include traditional harmonic structures with occasional moments of chromaticism and unexpected harmonic turns, contributing to its overall sense of exploration and ingenuity."
Ludwig van Beethoven,"Sonata in E Major, Op. 14, No. 1",test,2009,2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_01_WAV.wav,753.739898,"Composer:Ludwig van Beethoven;Title:Sonata in E Major, Op. 14, No. 1","The Sonata in E Major, Op. 14, No. 1 by Ludwig van Beethoven is a remarkable piano piece. In this sonata, the key of E Major brings forth a bright and joyful atmosphere. The melody is characterized by its elegant and lyrical lines, showcasing Beethoven's mastery in crafting beautiful themes. The style of this sonata can be described as classical, with a touch of Beethoven's own unique musical language. Typical chord progressions include classic classical progressions such as I-IV-V, as well as subtle harmonic twists that add depth and complexity to the composition."
Ludwig van Beethoven,"Sonata in E-flat Major, Op. 81a",train,2009,2009/MIDI-Unprocessed_20_R1_2009_01-05_ORIG_MID--AUDIO_20_R1_2009_20_R1_2009_01_WAV.midi,2009/MIDI-Unprocessed_20_R1_2009_01-05_ORIG_MID--AUDIO_20_R1_2009_20_R1_2009_01_WAV.wav,934.4181361,"Composer:Ludwig van Beethoven;Title:Sonata in E-flat Major, Op. 81a","The Sonata in E-flat Major, Op. 81a by Ludwig van Beethoven, also known as the ""Les Adieux"" Sonata, is a remarkable piece in the key of E-flat major. The melody within this sonata is expressive, full of contrasting emotions, and showcases Beethoven's masterful sense of musical storytelling. The style of this sonata is characterized by Beethoven's signature blend of classical and romantic elements, with moments of elegance and virtuosity. The typical chord progressions in this piece follow classical traditions, with a strong sense of harmonic structure and unexpected harmonic twists that create tension and resolution."
